site,author,game,score,score_adj,stars_mean,company,platform,genre,score_deviation
Gamereactor,Ignacio Reinosa,Beware Planet Earth,7.0,3.5,4.0,Bandai Namco," iPhone, iPad, Iphone, PC",Estrategia,14.285714285714285
Gamereactor,Petter Mårtensson,Magicka,7.0,3.5,2.5,Paradox Interactive," PC, PS3, PSN, XBLA, 360",Acción,-28.57142857142857
3D Juegos,Sergio Martín,Batman: Arkham VR,6.5,3.25,3.5,None,PC PS4,None,7.6923076923076925
meristation,Cristian Ciuraneta,Clippox Exodus,7.5,3.75,3.6,None,iPhone iPad,Plataformas                    ,-3.999999999999997
3D Juegos,Jesús Bella,Little King's Story,9.0,4.5,3.8,None,PC Wii,None,-15.55555555555556
3D Juegos,Sergio Martín,Naruto Shippuden: Ultimate Ninja Storm Generations,7.7,3.85,4.12,None,PS3 360,None,7.012987012987014
meristation,Carlos Millán,Birds of Steel,8.3,4.15,4.0,Konami,360 PS3,"Acción, Simulación                    ",-3.614457831325309
Gamereactor,Gillen McAllister,Kinect Star Wars,8.0,4.0,3.0,Microsoft, 360,Acción,-25.0
Vandal,Juanma Huesca,Galaga Legions DX PSN,7.0,3.5,3.33,Bandai Namco,PS3 360,Acción PS Network,-4.857142857142856
meristation,Martín Iraola,Baldur's Gate: Enhanced Edition,8.2,4.1,3.58,Beamdog,iPad PC Android,"RPG, Turn Based                    ",-12.682926829268286
meristation,Pablo González,The Legend of Korra,6.5,3.25,3.38,None,PC PS3 360 PS4 Xbox One,"Acción, Beat'em up                    ",3.999999999999997
meristation,None,Mario y Sonic en los Juegos Olímpicos: Río 2016,7.5,3.75,4.0,None,Wii U Nintendo 3DS,Deportes                    ,6.666666666666668
3D Juegos,Alejandro Pascual,Kholat,7.5,3.75,3.4,None,PC PS4 Xbox One Mac,None,-9.333333333333336
revogamers,Sergio Barragán, Crash Team Racing Nitro-Fueled,8.0,4.0,3.67,Beenox,Nintendo Switch,Conducción,-8.250000000000002
revogamers,Wences A. Machado, Monster Boy y el Reino Maldito,9.0,4.5,3.6,Game Atelier,Nintendo Switch,"Acción, Aventura, Plataformas, Rol (RPG)",-20.0
Vandal,Ramón Varela,Duke Nukem 3D: 20th Anniversary World Tour,7.5,3.75,4.0,Gearbox,PS4 PC Xbox One Switch,Shooter en primera persona,6.666666666666668
3D Juegos,Alberto Pastor,Ori and the Will of the Wisps,9.0,4.5,4.5,None,PC XSeries Xbox One Switch,None,0.0
Vandal,Carlos Leiva,Assassin's Creed III: Liberation,7.5,3.75,3.0,Ubisoft,VitaITA,Aventura de acción Mundo abierto Sigilo,-20.0
Vandal,Mario Fernández,Laser Dance Robberies,6.0,3.0,2.67,Konami,iPhone,Acción,-11.000000000000005
3D Juegos,Alberto Pastor,Reigns: Game of Thrones,8.0,4.0,4.2,None,PC Switch Mac Linux Android iPhone,None,5.000000000000004
meristation,David Arroyo,Wolfenstein: Cyberpilot,5.0,2.5,2.71,Bethesda,PS4 PC,"Acción, Shooting                    ",8.399999999999999
3D Juegos,Alberto Pastor,Guacamelee! 2,9.0,4.5,4.33,None,PC PS4 Xbox One Switch,None,-3.777777777777776
Gamereactor,Mike Holmes,Sniper Elite 4 - Pase de temporada,6.0,3.0,3.5,Rebellion," PC, PS4, Xbox One, Nintendo Switch",Acción,16.666666666666664
Gamereactor,Martin Eiser,Blackguards 2,9.0,4.5,3.33,Daedalic Entertainment," Mac, PC",RPG,-26.0
3D Juegos,Sergio Martín,Justice Monsters Five,6.0,3.0,3.0,None,Android iPhone,None,0.0
3D Juegos,Alberto Pastor,Antichamber,8.2,4.1,4.25,None,PC,None,3.6585365853658622
Gamereactor,Ben Kerry,The Grand Tour Game,5.0,2.5,2.33,Amazon Game Studios," PS4, Xbox One",Carreras,-6.799999999999998
Vandal,Fernando Fontanet-Bel,Hexodius,4.0,2.0,3.33,Bandai Namco Games,PC 360,Acción,66.5
meristation,Aarón Rodríguez,Death end re;Quest,7.2,3.6,3.44,Idea Factory,PS4,"RPG, Turn Based                    ",-4.444444444444448
Vandal,Juan Rubio,rain PSN,8.8,4.4,3.67,Sony,PS3,Aventura narrativa PS Network,-16.5909090909091
meristation,None,Omerta: City of Gangsters,6.0,3.0,2.91,None,360 PC,"Strategy, Real-Time                    ",-2.999999999999996
revogamers,David Gómez, Pokémon Edición Cristal,9.0,4.5,4.2,None,Nintendo Nintendo 3DS,None,-6.666666666666663
meristation,Ramón Méndez,Beyond Good & Evil HD,8.5,4.25,4.14,Ubisoft,PS3 360,"Acción, Aventura                    ",-2.5882352941176547
Vandal,Manu Delgado,SLUDGE LIFE,8.0,4.0,2.6,Devolver Digital,PC Switch,Aventura de exploración y puzles Mundo abierto,-35.0
meristation,Cristian Ciuraneta,Heroes of Order & Chaos,7.2,3.6,3.8,None,iPhone iPad Android,"Acción, Strategy, Massive Multiplayer Online                    ",5.555555555555547
Gamereactor,Philip Lauritz Poulsen,Umbrella Corps,3.0,1.5,2.4,Capcom," PC, PS4",Acción,60.0
Gamereactor,Kim Orremark,Destiny 2,9.0,4.5,3.2,Bungie," PC, PS4, Xbox One",Acción,-28.88888888888889
Vandal,Alberto González,Storm the Train,7.5,3.75,3.67,Chillingo,iPhone,Acción,-2.1333333333333355
meristation,Yago Lago,Trüberbrook,6.2,3.1,3.22,Headup Games,PC PS4 Xbox One Switch iPhone iPad Android,Aventura                    ,3.870967741935488
meristation,Cristian Ciuraneta,Ms. Splosion Man,9.0,4.5,4.0,Twisted Pixel Games,360 iPad Switch iPhone PC,"Plataformas, Acción                    ",-11.111111111111109
Vandal,Fernando Fontanet-Bel,FX Fútbol,6.5,3.25,3.67,FX Interactive,PC,Fútbol Manager Simulación,12.92307692307692
Vandal,Juan Rubio,Basement Crawl,4.0,2.0,3.0,Bloober Team,PS4,Arcade Sigilo,50.0
meristation,Javi Andrés,Dance Central 3,8.5,4.25,3.71,None,360,"Puzzle, Music                    ",-12.705882352941178
3D Juegos,Sergio Martín,NBA 2K19,9.5,4.75,4.12,None,PC PS4 Xbox One Switch,None,-13.26315789473684
meristation,Javi Oria,Gravel,7.0,3.5,3.62,Milestone,PC PS4 Xbox One,Conducción                    ,3.4285714285714315
3D Juegos,Joan Abad Extremera,Halo 3 Mythic Map Pack,7.6,3.8,4.5,None, 360,None,18.421052631578952
Gamereactor,Wiebke Westphal,Kingdom Hearts HD 1.5 Remix,8.0,4.0,4.0,Square Enix, PS3,RPG,0.0
Vandal,Ramón Nafria,Ittle Dew 2,7.5,3.75,3.8,Nicalis,PC PS4 Xbox One Switch,Action-RPG Aventura de acción,1.3333333333333286
revogamers,Javier Aranda, Bird Game +,5.0,2.5,3.5,Ratalaika Games,Nintendo Switch,"Arcade, Simulación",40.0
3D Juegos,Alberto Pastor,Amy,4.8,2.4,2.8,None,PC PS3 360,None,16.666666666666664
meristation,Javi Oria,Styx: Shards of Darkness,8.0,4.0,3.62,None,PC PS4 Xbox One,"Acción, Aventura, Stealth                    ",-9.499999999999996
Vandal,Daniel Escandell,The Legend of Zelda: Oracle of Ages CV,9.0,4.5,4.0,Nintendo,Nintendo Nintendo 3DS,Action-RPG Aventura de acción Consola Virtual,-11.111111111111109
Vandal,Ramón Varela,Matterfall,8.2,4.1,3.67,Sony,PS4,Shoot'em up Shooter,-10.487804878048774
Gamereactor,Ricardo C. Esteves,Peaky Blinders: Mastermind - La precuela,7.0,3.5,3.5,Curve Digital," Nintendo Switch, PC, PS4, Xbox One",Acción,0.0
Gamereactor,Marco Vrolijk,World of Warships: Legends,8.0,4.0,3.57,Wargaming.net," PS4, Xbox One",Acción,-10.750000000000005
3D Juegos,Alberto Pastor,Nexuiz,8.0,4.0,3.6,None,PC PS3 360,None,-9.999999999999998
meristation,Francisco J. Brenlla,Sundered,8.0,4.0,3.45,Thunder Lotus Games,PC PS4 Xbox One Switch,"Acción, Plataformas                    ",-13.749999999999995
revogamers,Carlos Firás, Hollow,4.0,2.0,3.0,None,"eShop, Nintendo Switch",None,50.0
3D Juegos,Martín Amechazurra,Persona 5: Royal,9.5,4.75,4.15,None,PS4,None,-12.631578947368412
3D Juegos,David Hernández,ANNO: La Creación de un Nuevo Mundo,8.0,4.0,3.6,None,Wii DS,None,-9.999999999999998
meristation,Joaquín Relaño,Battle Fantasia,7.0,3.5,3.33,505 Games,PS3 360,"Acción, Arcade                    ",-4.857142857142856
3D Juegos,Jesús Bella,Storm,6.8,3.4,3.25,None,PC PS3 360,None,-4.4117647058823515
meristation,Ramón Méndez,Two Worlds II,8.0,4.0,3.2,SouthPeak Games,PC 360 PS3,"RPG, Acción                    ",-20.0
meristation,Will van Dijk,Test Drive: Ferrari Racing Legends,6.0,3.0,3.33,None,360 PS3 PC,Conducción                    ,11.000000000000005
revogamers,Marcos Catalán,El misterioso viaje de Layton: Katrielle y la conspiración de los millonarios,7.5,3.75,2.86,None,Nintendo Switch,None,-23.733333333333334
3D Juegos,Alberto Pastor,Imperator: Rome,8.0,4.0,4.2,None,PC Mac Linux,None,5.000000000000004
revogamers,Noelia González Ballesteros, Leisure Suit Larry: Wet Dreams Don't Dry,7.5,3.75,3.5,None,Nintendo Switch,None,-6.666666666666668
3D Juegos,Alberto Pastor,Dark Souls,8.8,4.4,3.0,None,PC PS3 360,None,-31.818181818181824
Gamereactor,Brandon Green,Dragon Ball Xenoverse 2,7.0,3.5,3.6,Bandai Namco," PC, PS4, Xbox One, Nintendo Switch",Lucha,2.85714285714286
Gamereactor,Roy Woodhouse,Daymare: 1998,4.0,2.0,2.5,None," PC, PS4, Xbox One",Terror,25.0
Vandal,Jorge Cano,UFC Personal Trainer,7.5,3.75,4.33,THQ,360 Wii PS3,Kinect MMA,15.466666666666667
Gamereactor,Lee West,Batman: El Caballero Oscuro - La Leyenda Renace,7.0,3.5,2.75,Warner Bros.," Android, iPhone",Acción,-21.428571428571427
3D Juegos,Álvaro Castellano,Darkspore,7.0,3.5,3.0,None,PC,None,-14.285714285714285
3D Juegos,Sergio Martín,Rainbow Moon,7.8,3.9,3.8,None,PS4 PS3 Vita,None,-2.5641025641025665
Gamereactor,Jorge García,Torment: Tides of Numenera,7.0,3.5,3.08,Techland," PC, Mac, Linux, PS4, Xbox One",RPG,-11.999999999999998
revogamers,Marcos Catalán, Cadence of Hyrule – Crypt of the NecroDancer Featuring The Legend of Zelda,8.0,4.0,3.4,Brace Yourself Games,Nintendo Switch,"Aventura, Música",-15.000000000000002
meristation,Will van Dijk,Test Drive Unlimited 2,7.0,3.5,3.0,Atari,PS3 360 PC,Conducción                    ,-14.285714285714285
meristation,MigSolo,The Occupation,5.5,2.75,3.11,Humble Bundle,PC PS4 Xbox One,Aventura                    ,13.090909090909085
meristation,Salva Fernàndez,The Walking Dead: 400 Days,8.0,4.0,3.6,None,360 PC PS3 Vita iPhone iPad,"Aventura Gráfica, Survival Horror                    ",-9.999999999999998
Gamereactor,Kalle Max Hofmann,Rick and Morty: Virtual Rick-ality,6.0,3.0,2.67,Adult Swim Games, PS4,Aventura,-11.000000000000005
Vandal,Juan Rubio,Dokuro PSN,8.2,4.1,3.33,GungHo,VitaITA PC iPhone Switch,Puzle,-18.78048780487804
Vandal,Ramón Varela,Heavy Rain,8.5,4.25,3.67,Sony,PS4,Aventura narrativa,-13.647058823529413
meristation,Cristian Ciuraneta,Hollywood Monsters,7.0,3.5,3.5,None,iPad iPhone,Aventura Gráfica                    ,0.0
Gamereactor,Sam Bishop,Fit For a King,8.0,4.0,3.67,None, PC,Aventura,-8.250000000000002
Gamereactor,Roy Woodhouse,"Warhammer 40,000: Mechanicus",7.0,3.5,3.5,Kasedo Games," Nintendo Switch, PC, PS4, Xbox One",Estrategia,0.0
Gamereactor,Bengt Lemne,Alan Wake's American Nightmare,8.0,4.0,3.25,Microsoft," 360, XBLA, PC",Acción,-18.75
3D Juegos,Jesús Bella,Fantasy Life,8.0,4.0,3.6,None,Nintendo 3DS,None,-9.999999999999998
3D Juegos,Sergio Martín,Lock’s Quest Remaster,7.5,3.75,3.75,None,PC PS4 Xbox One Mac Linux,None,0.0
Gamereactor,Kieran Harris,Elex,6.0,3.0,3.2,THQ," PC, PS4, Xbox One",Acción,6.666666666666673
Gamereactor,Kieran Harris,Metal Wolf Chaos XD,7.0,3.5,3.25,Devolver Digital," PC, PS4, Xbox One",Acción,-7.142857142857142
meristation,Cristian Ciuraneta,¡Rompe Ralph!,5.5,2.75,3.2,None,iPhone iPad,"Acción, Minigames                    ",16.36363636363637
meristation,Roberto García,Sam & Max: Beyond Time & Space,7.0,3.5,3.29,None,Wii,Aventura Gráfica                    ,-5.999999999999999
3D Juegos,Alejandro Pascual,Half-Life: Alyx,10.0,5.0,3.38,None,PC,None,-32.4
3D Juegos,Álvaro Castellano,Borderlands: Una Colección muy Guapa,8.0,4.0,3.75,None, PC PS4 Xbox One,None,-6.25
Vandal,Ramón Varela,Earth Defense Force: Iron Rain,7.5,3.75,3.33,D3 Publisher,PS4 PC,Shooter en tercera persona,-11.199999999999998
Vandal,Juan Rubio,Someday You'll Return,7.0,3.5,3.5,CBE software,PC Xbox One PS4,Point & Click Terror,0.0
Gamereactor,Julián Plaza,Mario Kart 8: Paquete 2 de DLC y 200cc,9.0,4.5,3.4,Nintendo, Wii U,Carreras,-24.44444444444445
Vandal,Carlos Leiva,Nongünz,8.0,4.0,4.17,Brainwash Gang,PC,Plataformas 2D Roguelike,4.249999999999998
revogamers,Javier Aranda, Moonfall Ultimate,5.0,2.5,3.0,None,Nintendo Switch,None,20.0
Vandal,Saúl González,Ion Fury,8.0,4.0,3.4,3D Realms,PC Switch PS4 Xbox One,Shooter en primera persona,-15.000000000000002
Vandal,Saúl González,Pro Evolution Soccer 2019,8.8,4.4,3.55,Konami,PS4 PC Xbox One,Deportes Fútbol,-19.318181818181827
meristation,Borja Ruete,Reservoir Dogs: Bloody Days,5.0,2.5,2.67,Big Star Games,Xbox One PC,"Acción, Strategy, Shooting, Real-Time                    ",6.799999999999998
3D Juegos,Aimé Villa,Saint Seiya: Soldiers' Soul,6.5,3.25,3.33,None,PC PS4 PS3,None,2.4615384615384635
3D Juegos,Sergio Martín,Naruto Shippuden: Ultimate Ninja Blazing,7.0,3.5,3.5,None,Android iPhone,None,0.0
meristation,Javi Andrés,Magic: The Gathering - Duels of the Planeswalkers 2012,8.0,4.0,3.8,None,360 PC PS3,"Strategy, Turn Based                    ",-5.000000000000004
Vandal,Ramón Varela,Ni No Kuni II: El Renacer de un Reino,9.0,4.5,3.8,Bandai Namco,PS4 PC,Action-RPG JRPG,-15.55555555555556
3D Juegos,Jesús Bella,Final Fantasy Crystal Chronicles: The Crystal Bearers,7.1,3.55,3.2,None,Wii,None,-9.859154929577457
3D Juegos,Álvaro Castellano,Army of Two: The Devil's Cartel,6.1,3.05,2.5,None,PS3 360,None,-18.032786885245894
3D Juegos,Jesús Bella,ModNation Racers: Road Trip,7.0,3.5,4.0,None,PS3 Vita PSP,None,14.285714285714285
meristation,None,Megamagic: Wizards of the Neon Age,7.5,3.75,3.0,None,PC,"Strategy, RPG                    ",-20.0
3D Juegos,Alejandro Pascual,Phoenix Point,7.5,3.75,3.0,None,PC PS4 Xbox One Mac Linux,None,-20.0
meristation,David Ortiz,Guitar Hero: Metallica,7.0,3.5,3.89,None,360 PS3,"Simulación, Music                    ",11.142857142857146
Gamereactor,Lisa Dahlgrena,Los Sims 4: Vida Ecológica,8.0,4.0,3.75,EA," Mac, PC, PS4, Xbox One",Simulación,-6.25
meristation,None,Jotun: Valhalla Edition,8.0,4.0,3.23,Thunder Lotus Games,PC Wii U PS4 Xbox One,"Acción, Aventura                    ",-19.25
meristation,None,Warhammer 40.000: Dawn of War II - Retribution,8.5,4.25,3.75,THQ,PC,"Strategy, Real-Time                    ",-11.764705882352938
Vandal,Alberto González,LOUD on Planet X,7.0,3.5,4.0,Pop Sandbox,PS4 PC,Musical,14.285714285714285
Vandal,Alfonso Arribas,Dakar 18,6.5,3.25,3.33,Deep Silver,PS4 PC Xbox One,Rally Velocidad,2.4615384615384635
Vandal,Sara Borondo,Stardew Valley,8.7,4.35,3.33,Chucklefish,PC Xbox One PS4 Switch VitaITA iPhone Android,Granjas Rol,-23.448275862068964
3D Juegos,Alejandro Pascual,DariusBurst: Chronicle Saviours,8.5,4.25,3.14,None,PC PS4 Vita,None,-26.117647058823533
Gamereactor,Christian Gaca,The Escapists,8.0,4.0,4.0,Team17," Xbox One, PC, PS4, 360, Nintendo Switch",Simulación,0.0
meristation,None,Saber es Poder,7.0,3.5,3.67,Sony,PS4,"Acción, Minigames                    ",4.857142857142856
Gamereactor,Magnus Groth-Andersen,Good Job!,8.0,4.0,3.0,None, Nintendo Switch,Acción,-25.0
Gamereactor,Christian Gaca,Puzzle & Dragons Z y Super Mario Bros. Edition,7.0,3.5,3.75,Nintendo, Nintendo Nintendo 3DS,Puzle,7.142857142857142
Gamereactor,Lorenzo Mosna,Dragon Quest Builders para Nintendo Switch,8.0,4.0,3.6,Square Enix," PS3, PS Vita, PS4, Nintendo Switch",Puzle,-9.999999999999998
meristation,Cristian Ciuraneta,Street Wrestler,7.0,3.5,3.25,None,iPhone iPad,"Acción, Beat'em up                    ",-7.142857142857142
meristation,Yago Lago,Maniac Mansion: Day of the Tentacle,10.0,5.0,3.88,None,PC,Aventura Gráfica                    ,-22.4
Gamereactor,Mohammed Warsame,Blackwater,3.0,1.5,2.0,505 Games, 360,FPS,33.33333333333333
Vandal,Ramón Varela,God of War III Remasterizado,8.0,4.0,3.67,Sony,PS4,Aventura de acción Hack and Slash,-8.250000000000002
Vandal,Jorge Cano,Horizon: Zero Dawn,8.8,4.4,3.92,Sony,PS4 PC,Action-RPG Aventura de acción Mundo abierto,-10.909090909090919
Vandal,Juan Rubio,Salary Man Escape,8.0,4.0,3.75,Sony,PS4 PC,Puzle Realidad Virtual,-6.25
Vandal,Juan Rubio,Dollhouse,4.0,2.0,2.75,Creazn,PS4 PC,Aventura de acción Terror,37.5
meristation,Ramón Méndez,Infinite Undiscovery,7.0,3.5,3.0,None,360,"RPG, Acción                    ",-14.285714285714285
Vandal,Carlos Leiva,Pokémon Espada y Escudo,8.0,4.0,3.64,Nintendo,Switch,JRPG Rol,-8.999999999999996
meristation,Fernando B.P.,Zubo,7.5,3.75,3.36,EA,DS,"Acción, RPG                    ",-10.400000000000004
meristation,Alfonso Arribas,NBA 2K14,8.9,4.45,4.14,Take-Two Interactive,PS4 PC iPhone Xbox One PS3 360 iPad Android,Deportes                    ,-6.966292134831472
Gamereactor,Sergio Figueroa,Anima: Gate of Memories,7.0,3.5,3.0,BadLand Games," PC, PS4, Xbox One",Acción,-14.285714285714285
meristation,sermella,Save me Mr Tako: Tasukete Tako-San,7.8,3.9,3.4,Nicalis,PC Switch,"Plataformas, Acción                    ",-12.820512820512825
3D Juegos,Jesús Bella,Metroid Prime Trilogy,9.4,4.7,4.33,None, Wii U Wii,None,-7.872340425531918
3D Juegos,Alejandro Pascual,Dark Souls: Remastered,7.5,3.75,4.0,None, PC PS4 Xbox One Switch,None,6.666666666666668
meristation,Enrique García,XCOM: Enemy Unknown,9.0,4.5,3.67,None,360 PS3 PC iPhone iPad,"Acción, Strategy, Turn Based                    ",-18.44444444444445
Vandal,Ramón Varela,Konami Anniversary Collection: Arcade Classics,6.0,3.0,3.0,Konami,PS4 PC Switch Xbox One,Arcade Compilacion,0.0
Gamereactor,Mike Holmes,Cryptark,8.0,4.0,3.6,None," PC, PS4",Acción,-9.999999999999998
3D Juegos,Álvaro Castellano,Mass Effect 2: Lair of the Shadow Broker,8.8,4.4,3.67,None, PC 360,None,-16.5909090909091
Vandal,Ramón Varela,Rainbow Moon PSN,8.0,4.0,3.33,eastasiasoft,PS3 VitaITA PS4,Tactical RPG,-16.75
3D Juegos,Alejandro Pascual,Draugen,7.0,3.5,3.2,None,PC PS4 Xbox One,None,-8.571428571428566
meristation,Will van Dijk,Cursed Mountain,7.5,3.75,3.46,Deep Silver,Wii PC,"Acción, Aventura                    ",-7.7333333333333325
Vandal,Alberto González,Kavinsky,8.0,4.0,3.33,Record Makers,Android iPhone,Acción,-16.75
meristation,Will van Dijk,Tetris Party Deluxe,7.0,3.5,3.25,None,Wii,Puzzle                    ,-7.142857142857142
3D Juegos,Sergio Martín,Persona 4: The Ultimax Ultra Suplex Hold,8.5,4.25,3.5,None,PS3 360,None,-17.647058823529417
revogamers,Wences A. Machado,Super Bomberman R,7.5,3.75,3.5,None,Nintendo Nintendo 3DS,None,-6.666666666666668
meristation,acastillo117,Dakar 18,6.0,3.0,2.57,Deep Silver,PC Xbox One PS4,Conducción                    ,-14.33333333333334
Gamereactor,Ricardo C. Esteves,Hearthstone: Cenizas de Terrallende,7.0,3.5,3.75,Activision Blizzard," Android, iPhone, Mac, PC",Estrategia,7.142857142857142
Vandal,Ramón Nafria,Songs for a Hero,8.2,4.1,3.8,Dumativa Creative Studio,PC,Acción Plataformas,-7.317073170731704
Vandal,Sergio Martín,Oddworld: Munch's Oddysee,6.8,3.4,3.6,Microids,Switch PS3 VitaITA,Aventura de exploración y puzles PS Network Plataformas de puzles,5.882352941176476
3D Juegos,Carlos Gallego,PGA TOUR 2K21,7.5,3.75,3.86,None,PC PS4 Xbox One Switch Stadia,None,2.93333333333333
Vandal,Juan Rubio,Super Lucky's Tale,7.1,3.55,3.75,Microsoft,Xbox One PC,Plataformas 3D Plataformas,5.633802816901412
Vandal,Juan Rubio,Remothered: Tormented Fathers,7.8,3.9,3.5,Stormind Games y Darril Arts,PC PS4 Xbox One Switch,Survival Horror Terror,-10.256410256410255
Vandal,Daniel Escandell,F1 Race Stars ,8.4,4.2,3.33,Codemasters,PS3 360 PC iPhone,Deportes Monoplazas,-20.714285714285715
3D Juegos,Sergio Martín,NAtURAL DOCtRINE,6.0,3.0,3.6,None,PS4 PS3 Vita,None,20.000000000000004
Vandal,Ramón Varela,Hitman,8.0,4.0,3.5,Square Enix,PS4 PC Xbox One,Mundo abierto Sigilo,-12.5
revogamers,Javier Aranda, Forgotton Anne,8.5,4.25,4.0,"Square Enix, ThroughLine Games",Nintendo Switch,Aventura,-5.882352941176469
meristation,Sergi Blanch,Conan Exiles,7.0,3.5,3.12,Funcom,PS4 PC Xbox One,"Acción, Aventura                    ",-10.857142857142854
Vandal,Carlos Leiva,PlanetSide 2,8.5,4.25,3.33,Sony Online Entertainment,PC PS4,Acción MMORPG,-21.64705882352941
3D Juegos,Álvaro Castellano,inFamous,8.9,4.45,3.75,None,PS3,None,-15.730337078651688
Gamereactor,Ricardo C. Esteves,FIFA 16,8.0,4.0,3.14,EA," PC, PS3, PS4, 360, Xbox One",Deportes,-21.5
Vandal,Ramón Nafria,3D Thunder Blade eShop,7.5,3.75,3.33,SEGA,Nintendo Nintendo 3DS,Shoot'em up Shooter,-11.199999999999998
Vandal,Ramón Varela,Portal 2,9.6,4.8,3.67,Valve,PC 360 PS3,Plataformas de puzles,-23.54166666666667
Vandal,Alberto González,Big Win Soccer,5.0,2.5,3.0,Hothead Games,iPhone,Estrategia Fútbol,20.0
meristation,Salva Fernàndez,Assassin's Creed II,8.0,4.0,3.67,Ubisoft,360 PS3 PC,"Acción, Aventura                    ",-8.250000000000002
Gamereactor,Mike Holmes,Strike Suit Zero,7.0,3.5,3.5,None," PC, PS3, 360",Acción,0.0
Gamereactor,Oliver Thulin,Battlefield 1,9.0,4.5,3.67,EA," PC, PS4, Xbox One",Acción,-18.44444444444445
revogamers,Javier Aranda, Party Hard,6.5,3.25,3.67,None,Nintendo Switch,None,12.92307692307692
meristation,Will van Dijk,God of War: Ghost of Sparta,9.5,4.75,3.47,Sony,PSP,Acción                    ,-26.947368421052627
3D Juegos,Jesús Bella,DiRT Showdown,8.1,4.05,3.78,None,PC PS3 360,None,-6.666666666666668
